YEAR,STATE,STATE_ABR,CANDIDATE,PARTY,WRITEIN,VOTES,TOTALVOTES
1976,Alabama,AL,"Carter, Jimmy",democrat,FALSE,659170,1182850
1976,Alabama,AL,"Ford, Gerald",republican,FALSE,504070,1182850
1976,Alabama,AL,"Maddox, Lester",american independent party,FALSE,9198,1182850
1976,Alabama,AL,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,6669,1182850
1976,Alabama,AL,"Hall, Gus",communist party use,FALSE,1954,1182850
1976,Alabama,AL,"Macbride, Roger",libertarian,FALSE,1481,1182850
1976,Alabama,AL,,,TRUE,308,1182850
1976,Alaska,AK,"Ford, Gerald",republican,FALSE,71555,123574
1976,Alaska,AK,"Carter, Jimmy",democrat,FALSE,44058,123574
1976,Alaska,AK,"Macbride, Roger",libertarian,FALSE,6785,123574
1976,Alaska,AK,,,TRUE,1176,123574
1976,Arizona,AZ,"Ford, Gerald",republican,FALSE,418642,742719
1976,Arizona,AZ,"Carter, Jimmy",democrat,FALSE,295602,742719
1976,Arizona,AZ,"McCarthy, Eugene """"Gene""""",independent,FALSE,19229,742719
1976,Arizona,AZ,"Macbride, Roger",libertarian,FALSE,7647,742719
1976,Arizona,AZ,"Camejo, Peter",socialist workers,FALSE,928,742719
1976,Arizona,AZ,"Anderson, Thomas J.",american,FALSE,564,742719
1976,Arizona,AZ,"Maddox, Lester",american independent party,FALSE,85,742719
1976,Arizona,AZ,,,TRUE,22,742719
1976,Arkansas,AR,"Carter, Jimmy",democrat,FALSE,498604,767535
1976,Arkansas,AR,"Ford, Gerald",republican,FALSE,267903,767535
1976,Arkansas,AR,,independent,FALSE,639,767535
1976,Arkansas,AR,"Maddox, Lester",american independent party,FALSE,389,767535
1976,California,CA,"Ford, Gerald",republican,FALSE,3882244,7803770
1976,California,CA,"Carter, Jimmy",democrat,FALSE,3742284,7803770
1976,California,CA,"Macbride, Roger",independent,FALSE,56388,7803770
1976,California,CA,"Maddox, Lester",american independent party,FALSE,51098,7803770
1976,California,CA,"Wright, Margaret",peace & freedom,FALSE,41731,7803770
1976,California,CA,"Camejo, Peter",independent,FALSE,17259,7803770
1976,California,CA,"Hall, Gus",independent,FALSE,12766,7803770
1976,Colorado,CO,"Ford, Gerald",republican,FALSE,584278,1081440
1976,Colorado,CO,"Carter, Jimmy",democrat,FALSE,460801,1081440
1976,Colorado,CO,"McCarthy, Eugene """"Gene""""",independent,FALSE,26047,1081440
1976,Colorado,CO,"Macbride, Roger",libertarian,FALSE,5338,1081440
1976,Colorado,CO,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,2886,1081440
1976,Colorado,CO,"Camejo, Peter",socialist workers,FALSE,1122,1081440
1976,Colorado,CO,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,565,1081440
1976,Colorado,CO,"Hall, Gus",communist party use,FALSE,403,1081440
1976,Connecticut,CT,"Ford, Gerald",republican,FALSE,719261,1386355
1976,Connecticut,CT,"Carter, Jimmy",democrat,FALSE,647895,1386355
1976,Connecticut,CT,Scattering,,FALSE,10309,1386355
1976,Connecticut,CT,"Maddox, Lester",american independent party,FALSE,7101,1386355
1976,Connecticut,CT,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,1789,1386355
1976,Delaware,DE,"Carter, Jimmy",democrat,FALSE,122461,235642
1976,Delaware,DE,"Ford, Gerald",republican,FALSE,109780,235642
1976,Delaware,DE,,no party affiliation,FALSE,2432,235642
1976,Delaware,DE,"Anderson, Thomas J.",american,FALSE,645,235642
1976,Delaware,DE,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,135,235642
1976,Delaware,DE,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,103,235642
1976,Delaware,DE,,socialist labor,FALSE,86,235642
1976,District of Columbia,DC,"Carter, Jimmy",democrat,FALSE,137818,168830
1976,District of Columbia,DC,"Ford, Gerald",republican,FALSE,27873,168830
1976,District of Columbia,DC,Other,,FALSE,1656,168830
1976,District of Columbia,DC,,independent,FALSE,1195,168830
1976,District of Columbia,DC,,,TRUE,288,168830
1976,Florida,FL,"Carter, Jimmy",democrat,FALSE,1636000,3150631
1976,Florida,FL,"Ford, Gerald",republican,FALSE,1469531,3150631
1976,Florida,FL,"McCarthy, Eugene """"Gene""""",independent,FALSE,23643,3150631
1976,Florida,FL,"Anderson, Thomas J.",american,FALSE,21325,3150631
1976,Florida,FL,,,TRUE,132,3150631
1976,Georgia,GA,"Carter, Jimmy",democrat,FALSE,979409,1463152
1976,Georgia,GA,"Ford, Gerald",republican,FALSE,483743,1463152
1976,Hawaii,HI,"Carter, Jimmy",democrat,FALSE,147375,291301
1976,Hawaii,HI,"Ford, Gerald",republican,FALSE,140003,291301
1976,Hawaii,HI,"Macbride, Roger",libertarian,FALSE,3923,291301
1976,Idaho,ID,"Ford, Gerald",republican,FALSE,204151,340932
1976,Idaho,ID,"Carter, Jimmy",democrat,FALSE,126549,340932
1976,Idaho,ID,"Maddox, Lester",american,FALSE,5935,340932
1976,Idaho,ID,"Macbride, Roger",libertarian,FALSE,3558,340932
1976,Idaho,ID,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,739,340932
1976,Illinois,IL,"Ford, Gerald",republican,FALSE,2364269,4721282
1976,Illinois,IL,"Carter, Jimmy",democrat,FALSE,2271295,4721282
1976,Illinois,IL,"McCarthy, Eugene """"Gene""""",independent,FALSE,55939,4721282
1976,Illinois,IL,"Hall, Gus",communist party use,FALSE,9250,4721282
1976,Illinois,IL,"Macbride, Roger",libertarian,FALSE,8057,4721282
1976,Illinois,IL,,,TRUE,4417,4721282
1976,Illinois,IL,"Camejo, Peter",socialist workers,FALSE,3615,4721282
1976,Illinois,IL,"Julius """"Jules"""", Levin",socialist labor,FALSE,2422,4721282
1976,Illinois,IL,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,2018,4721282
1976,Indiana,IN,"Ford, Gerald",republican,FALSE,1183958,2220362
1976,Indiana,IN,"Carter, Jimmy",democrat,FALSE,1014714,2220362
1976,Indiana,IN,"Anderson, Thomas J.",american,FALSE,14048,2220362
1976,Indiana,IN,"Camejo, Peter",socialist workers,FALSE,5695,2220362
1976,Indiana,IN,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,1947,2220362
1976,Iowa,IA,"Ford, Gerald",republican,FALSE,632864,1279303
1976,Iowa,IA,"Carter, Jimmy",democrat,FALSE,619931,1279303
1976,Iowa,IA,"McCarthy, Eugene """"Gene""""",independent,FALSE,20057,1279303
1976,Iowa,IA,"Anderson, Thomas J.",american party of iowa,FALSE,3041,1279303
1976,Iowa,IA,"Macbride, Roger",libertarian,FALSE,1454,1279303
1976,Iowa,IA,"Hall, Gus",communist party use,FALSE,551,1279303
1976,Iowa,IA,Scattering,,FALSE,509,1279303
1976,Iowa,IA,"Camejo, Peter",socialist workers,FALSE,262,1279303
1976,Iowa,IA,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,241,1279303
1976,Iowa,IA,"Zeidler, Frank",socialist u.s.a.,FALSE,233,1279303
1976,Iowa,IA,"Julius """"Jules"""", Levin",socialist labor,FALSE,160,1279303
1976,Kansas,KS,"Ford, Gerald",republican,FALSE,502752,957845
1976,Kansas,KS,"Carter, Jimmy",democrat,FALSE,430421,957845
1976,Kansas,KS,"McCarthy, Eugene """"Gene""""",independent,FALSE,13185,957845
1976,Kansas,KS,"Anderson, Thomas J.",american,FALSE,4724,957845
1976,Kansas,KS,"Macbride, Roger",independent,FALSE,3242,957845
1976,Kansas,KS,"Maddox, Lester",conservative,FALSE,2118,957845
1976,Kansas,KS,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,1403,957845
1976,Kentucky,KY,"Carter, Jimmy",democrat,FALSE,615717,1167142
1976,Kentucky,KY,"Ford, Gerald",republican,FALSE,531852,1167142
1976,Kentucky,KY,"Anderson, Thomas J.",american,FALSE,8308,1167142
1976,Kentucky,KY,"McCarthy, Eugene """"Gene""""",independent,FALSE,6837,1167142
1976,Kentucky,KY,"Maddox, Lester",american independent party,FALSE,2328,1167142
1976,Kentucky,KY,"Macbride, Roger",libertarian,FALSE,814,1167142
1976,Kentucky,KY,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,510,1167142
1976,Kentucky,KY,"Hall, Gus",communist party use,FALSE,426,1167142
1976,Kentucky,KY,"Camejo, Peter",socialist workers,FALSE,350,1167142
1976,Louisiana,LA,"Carter, Jimmy",democrat,FALSE,661365,1277383
1976,Louisiana,LA,"Ford, Gerald",republican,FALSE,587446,1277383
1976,Louisiana,LA,"Maddox, Lester",american independent party,FALSE,10058,1277383
1976,Louisiana,LA,"Hall, Gus",communist party use,FALSE,7417,1277383
1976,Louisiana,LA,"McCarthy, Eugene """"Gene""""",independent,FALSE,6490,1277383
1976,Louisiana,LA,"Macbride, Roger",libertarian,FALSE,3134,1277383
1976,Louisiana,LA,"Camejo, Peter",socialist workers,FALSE,1473,1277383
1976,Maine,ME,"Ford, Gerald",republican,FALSE,236320,482968
1976,Maine,ME,"Carter, Jimmy",democrat,FALSE,232279,482968
1976,Maine,ME,"McCarthy, Eugene """"Gene""""",independent,FALSE,10874,482968
1976,Maine,ME,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,3495,482968
1976,Maryland,MD,"Carter, Jimmy",democrat,FALSE,759612,1432273
1976,Maryland,MD,"Ford, Gerald",republican,FALSE,672661,1432273
1976,Massachusetts,MA,"Carter, Jimmy",democrat,FALSE,1429475,2547558
1976,Massachusetts,MA,"Ford, Gerald",republican,FALSE,1030276,2547558
1976,Massachusetts,MA,"McCarthy, Eugene """"Gene""""",independent,FALSE,65637,2547558
1976,Massachusetts,MA,"Camejo, Peter",socialist workers,FALSE,8138,2547558
1976,Massachusetts,MA,"Anderson, Thomas J.",american,FALSE,7555,2547558
1976,Massachusetts,MA,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,4922,2547558
1976,Massachusetts,MA,Scattering,,FALSE,1401,2547558
1976,Massachusetts,MA,"Macbride, Roger",libertarian,FALSE,135,2547558
1976,Massachusetts,MA,"Julius """"Jules"""", Levin",socialist labor,FALSE,19,2547558
1976,Michigan,MI,"Ford, Gerald",republican,FALSE,1893742,3651590
1976,Michigan,MI,"Carter, Jimmy",democrat,FALSE,1696714,3651590
1976,Michigan,MI,"McCarthy, Eugene """"Gene""""",independent,FALSE,47905,3651590
1976,Michigan,MI,"Macbride, Roger",libertarian,FALSE,5407,3651590
1976,Michigan,MI,"Wright, Margaret",human rights,FALSE,3504,3651590
1976,Michigan,MI,"Camejo, Peter",socialist workers,FALSE,1804,3651590
1976,Michigan,MI,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,1366,3651590
1976,Michigan,MI,"Julius """"Jules"""", Levin",socialist labor,FALSE,1148,3651590
1976,Minnesota,MN,"Carter, Jimmy",democrat,FALSE,1070440,1949931
1976,Minnesota,MN,"Ford, Gerald",republican,FALSE,819395,1949931
1976,Minnesota,MN,"McCarthy, Eugene """"Gene""""",mccarthy '76,FALSE,35490,1949931
1976,Minnesota,MN,"Anderson, Thomas J.",american,FALSE,13592,1949931
1976,Minnesota,MN,"Camejo, Peter",socialist workers,FALSE,4149,1949931
1976,Minnesota,MN,"Macbride, Roger",libertarian,FALSE,3529,1949931
1976,Minnesota,MN,"Hall, Gus",communist party use,FALSE,1092,1949931
1976,Minnesota,MN,"Wright, Margaret",people's,FALSE,635,1949931
1976,Minnesota,MN,"Larouche, Lyndon, Jr.",international development bank,FALSE,543,1949931
1976,Minnesota,MN,"Julius """"Jules"""", Levin",industrial government party,FALSE,370,1949931
1976,Minnesota,MN,"Zeidler, Frank",socialist,FALSE,354,1949931
1976,Minnesota,MN,,,TRUE,342,1949931
1976,Mississippi,MS,"Carter, Jimmy",democrat,FALSE,381329,768390
1976,Mississippi,MS,"Ford, Gerald",republican,FALSE,366846,768390
1976,Mississippi,MS,"Anderson, Thomas J.",american,FALSE,6678,768390
1976,Mississippi,MS,"McCarthy, Eugene """"Gene""""",independent,FALSE,4074,768390
1976,Mississippi,MS,"Maddox, Lester",american independent party,FALSE,4049,768390
1976,Mississippi,MS,"Camejo, Peter",socialist workers,FALSE,2805,768390
1976,Mississippi,MS,"Macbride, Roger",libertarian,FALSE,2609,768390
1976,Missouri,MO,"Carter, Jimmy",democrat,FALSE,998387,1953600
1976,Missouri,MO,"Ford, Gerald",republican,FALSE,927443,1953600
1976,Missouri,MO,"McCarthy, Eugene """"Gene""""",independent,FALSE,24029,1953600
1976,Missouri,MO,Other,,FALSE,3741,1953600
1976,Montana,MT,"Ford, Gerald",republican,FALSE,173703,328734
1976,Montana,MT,"Carter, Jimmy",democrat,FALSE,149259,328734
1976,Montana,MT,"Anderson, Thomas J.",american,FALSE,5772,328734
1976,Nebraska,NE,"Ford, Gerald",republican,FALSE,359219,606749
1976,Nebraska,NE,"Carter, Jimmy",democrat,FALSE,233293,606749
1976,Nebraska,NE,"McCarthy, Eugene """"Gene""""",independent,FALSE,9383,606749
1976,Nebraska,NE,"Maddox, Lester",american independent party,FALSE,3378,606749
1976,Nebraska,NE,"Macbride, Roger",libertarian,FALSE,1476,606749
1976,Nevada,NV,"Ford, Gerald",republican,FALSE,101273,201876
1976,Nevada,NV,"Carter, Jimmy",democrat,FALSE,92479,201876
1976,Nevada,NV,Other,,FALSE,5108,201876
1976,Nevada,NV,"Macbride, Roger",libertarian,FALSE,1519,201876
1976,Nevada,NV,"Maddox, Lester",american independent party,FALSE,1497,201876
1976,New Hampshire,NH,"Ford, Gerald",republican,FALSE,185935,339627
1976,New Hampshire,NH,"Carter, Jimmy",democrat,FALSE,147645,339627
1976,New Hampshire,NH,"McCarthy, Eugene """"Gene""""",independent,FALSE,4095,339627
1976,New Hampshire,NH,"Macbride, Roger",libertarian,FALSE,936,339627
1976,New Hampshire,NH,Scattering,,FALSE,603,339627
1976,New Hampshire,NH,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,186,339627
1976,New Hampshire,NH,"Camejo, Peter",socialist workers,FALSE,161,339627
1976,New Hampshire,NH,"Julius """"Jules"""", Levin",socialist labor,FALSE,66,339627
1976,New Jersey,NJ,"Ford, Gerald",republican,FALSE,1509688,3014472
1976,New Jersey,NJ,"Carter, Jimmy",democrat,FALSE,1444653,3014472
1976,New Jersey,NJ,"McCarthy, Eugene """"Gene""""",independent,FALSE,32717,3014472
1976,New Jersey,NJ,"Macbride, Roger",libertarian,FALSE,9449,3014472
1976,New Jersey,NJ,"Maddox, Lester",american independent party,FALSE,7716,3014472
1976,New Jersey,NJ,"Julius """"Jules"""", Levin",socialist labor,FALSE,3686,3014472
1976,New Jersey,NJ,"Hall, Gus",communist party use,FALSE,1662,3014472
1976,New Jersey,NJ,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,1650,3014472
1976,New Jersey,NJ,"Camejo, Peter",socialist workers,FALSE,1184,3014472
1976,New Jersey,NJ,"Wright, Margaret",peace & freedom,FALSE,1044,3014472
1976,New Jersey,NJ,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,554,3014472
1976,New Jersey,NJ,"Zeidler, Frank",socialist,FALSE,469,3014472
1976,New Mexico,NM,"Ford, Gerald",republican,FALSE,211419,416590
1976,New Mexico,NM,"Carter, Jimmy",democrat,FALSE,201148,416590
1976,New Mexico,NM,"Camejo, Peter",socialist workers,FALSE,2462,416590
1976,New Mexico,NM,"Macbride, Roger",libertarian,FALSE,1110,416590
1976,New Mexico,NM,"Zeidler, Frank",socialist,FALSE,240,416590
1976,New Mexico,NM,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,211,416590
1976,New York,NY,"Carter, Jimmy",democrat,FALSE,3244165,6668262
1976,New York,NY,"Ford, Gerald",republican,FALSE,2825913,6668262
1976,New York,NY,"Ford, Gerald",conservative,FALSE,274878,6668262
1976,New York,NY,"Carter, Jimmy",liberal party,FALSE,145393,6668262
1976,New York,NY,Other,,FALSE,143037,6668262
1976,New York,NY,"Macbride, Roger",free libertarian,FALSE,12197,6668262
1976,New York,NY,"Hall, Gus",communist party use,FALSE,10270,6668262
1976,New York,NY,"Camejo, Peter",socialist workers,FALSE,6996,6668262
1976,New York,NY,"Larouche, Lyndon, Jr.",labor,FALSE,5413,6668262
1976,North Carolina,NC,"Carter, Jimmy",democrat,FALSE,927365,1677906
1976,North Carolina,NC,"Ford, Gerald",republican,FALSE,741960,1677906
1976,North Carolina,NC,"Anderson, Thomas J.",american,FALSE,5607,1677906
1976,North Carolina,NC,"Macbride, Roger",libertarian,FALSE,2219,1677906
1976,North Carolina,NC,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,755,1677906
1976,North Dakota,ND,"Ford, Gerald",republican,FALSE,153684,297308
1976,North Dakota,ND,"Carter, Jimmy",democrat,FALSE,136078,297308
1976,North Dakota,ND,"Anderson, Thomas J.",american,FALSE,3698,297308
1976,North Dakota,ND,"McCarthy, Eugene """"Gene""""",independent,FALSE,2952,297308
1976,North Dakota,ND,"Maddox, Lester",american independent party,FALSE,269,297308
1976,North Dakota,ND,"Macbride, Roger",libertarian,FALSE,256,297308
1976,North Dakota,ND,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,142,297308
1976,North Dakota,ND,"Hall, Gus",communist party use,FALSE,85,297308
1976,North Dakota,ND,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,63,297308
1976,North Dakota,ND,"Camejo, Peter",socialist workers,FALSE,43,297308
1976,North Dakota,ND,"Zeidler, Frank",socialist,FALSE,38,297308
1976,Ohio,OH,"Carter, Jimmy",democrat,FALSE,2009959,4110456
1976,Ohio,OH,"Ford, Gerald",republican,FALSE,2000626,4110456
1976,Ohio,OH,"McCarthy, Eugene """"Gene""""",independent,FALSE,58267,4110456
1976,Ohio,OH,"Maddox, Lester",american independent party,FALSE,15508,4110456
1976,Ohio,OH,"Macbride, Roger",libertarian,FALSE,8952,4110456
1976,Ohio,OH,"Hall, Gus",communist party use,FALSE,7817,4110456
1976,Ohio,OH,"Camejo, Peter",socialist workers,FALSE,4833,4110456
1976,Ohio,OH,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,4364,4110456
1976,Ohio,OH,"Julius """"Jules"""", Levin",socialist labor,FALSE,68,4110456
1976,Ohio,OH,"Bubar, Benjamin """"Ben""""",prohibition,FALSE,62,4110456
1976,Oklahoma,OK,"Ford, Gerald",republican,FALSE,545708,1092251
1976,Oklahoma,OK,"Carter, Jimmy",democrat,FALSE,532442,1092251
1976,Oklahoma,OK,"McCarthy, Eugene """"Gene""""",independent,FALSE,14101,1092251
1976,Oregon,OR,"Ford, Gerald",republican,FALSE,492120,1029876
1976,Oregon,OR,"Carter, Jimmy",democrat,FALSE,490407,1029876
1976,Oregon,OR,"McCarthy, Eugene """"Gene""""",independent,FALSE,40207,1029876
1976,Oregon,OR,,,TRUE,6107,1029876
1976,Oregon,OR,"Anderson, Thomas J.",american,FALSE,1035,1029876
1976,Pennsylvania,PA,"Carter, Jimmy",democrat,FALSE,2328677,4620787
1976,Pennsylvania,PA,"Ford, Gerald",republican,FALSE,2205604,4620787
1976,Pennsylvania,PA,"McCarthy, Eugene """"Gene""""",mccarthy '76,FALSE,50584,4620787
1976,Pennsylvania,PA,"Maddox, Lester",constitution party,FALSE,25344,4620787
1976,Pennsylvania,PA,"Camejo, Peter",socialist workers,FALSE,3009,4620787
1976,Pennsylvania,PA,Other,,FALSE,2934,4620787
1976,Pennsylvania,PA,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,2744,4620787
1976,Pennsylvania,PA,"Hall, Gus",communist party use,FALSE,1891,4620787
1976,Rhode Island,RI,"Carter, Jimmy",democrat,FALSE,227636,410584
1976,Rhode Island,RI,"Ford, Gerald",republican,FALSE,181249,410584
1976,Rhode Island,RI,"Macbride, Roger",libertarian,FALSE,715,410584
1976,Rhode Island,RI,"Camejo, Peter",socialist workers,FALSE,462,410584
1976,Rhode Island,RI,"Hall, Gus",communist party use,FALSE,334,410584
1976,Rhode Island,RI,"Julius """"Jules"""", Levin",socialist labor,FALSE,188,410584
1976,South Carolina,SC,"Carter, Jimmy",democrat,FALSE,450807,802583
1976,South Carolina,SC,"Ford, Gerald",republican,FALSE,346149,802583
1976,South Carolina,SC,"Anderson, Thomas J.",american,FALSE,2996,802583
1976,South Carolina,SC,"Maddox, Lester",american independent party,FALSE,1950,802583
1976,South Carolina,SC,,,TRUE,681,802583
1976,South Dakota,SD,"Ford, Gerald",republican,FALSE,151505,300678
1976,South Dakota,SD,"Carter, Jimmy",democrat,FALSE,147068,300678
1976,South Dakota,SD,"Macbride, Roger",libertarian,FALSE,1619,300678
1976,South Dakota,SD,"Hall, Gus",communist party use,FALSE,318,300678
1976,South Dakota,SD,"Camejo, Peter",socialist workers,FALSE,168,300678
1976,Tennessee,TN,"Carter, Jimmy",democrat,FALSE,825879,1476346
1976,Tennessee,TN,"Ford, Gerald",republican,FALSE,633969,1476346
1976,Tennessee,TN,"Anderson, Thomas J.",independent,FALSE,5769,1476346
1976,Tennessee,TN,"McCarthy, Eugene """"Gene""""",independent,FALSE,5004,1476346
1976,Tennessee,TN,"Maddox, Lester",independent,FALSE,2303,1476346
1976,Tennessee,TN,"Macbride, Roger",independent,FALSE,1375,1476346
1976,Tennessee,TN,"Hall, Gus",independent,FALSE,547,1476346
1976,Tennessee,TN,"Larouche, Lyndon, Jr.",independent,FALSE,512,1476346
1976,Tennessee,TN,"Bubar, Benjamin """"Ben""""",independent,FALSE,442,1476346
1976,Tennessee,TN,,independent,FALSE,316,1476346
1976,Tennessee,TN,,,TRUE,230,1476346
1976,Texas,TX,"Carter, Jimmy",democrat,FALSE,2082319,4071884
1976,Texas,TX,"Ford, Gerald",republican,FALSE,1953300,4071884
1976,Texas,TX,"McCarthy, Eugene """"Gene""""",independent,FALSE,20118,4071884
1976,Texas,TX,"Anderson, Thomas J.",american,FALSE,11442,4071884
1976,Texas,TX,,,TRUE,2982,4071884
1976,Texas,TX,"Camejo, Peter",socialist workers,FALSE,1723,4071884
1976,Utah,UT,"Ford, Gerald",republican,FALSE,337908,541218
1976,Utah,UT,"Carter, Jimmy",democrat,FALSE,182110,541218
1976,Utah,UT,"Anderson, Thomas J.",american,FALSE,13304,541218
1976,Utah,UT,"McCarthy, Eugene """"Gene""""",independent,FALSE,3907,541218
1976,Utah,UT,"Macbride, Roger",liberal party,FALSE,2438,541218
1976,Utah,UT,"Maddox, Lester",concerned citizens,FALSE,1162,541218
1976,Utah,UT,"Camejo, Peter",independent,FALSE,268,541218
1976,Utah,UT,"Hall, Gus",independent,FALSE,121,541218
1976,Vermont,VT,"Ford, Gerald",republican,FALSE,100387,183902
1976,Vermont,VT,"Carter, Jimmy",democrat,FALSE,77798,183902
1976,Vermont,VT,"McCarthy, Eugene """"Gene""""",independent,FALSE,4001,183902
1976,Vermont,VT,Other,,FALSE,1090,183902
1976,Vermont,VT,"Camejo, Peter",socialist workers,FALSE,430,183902
1976,Vermont,VT,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,196,183902
1976,Virginia,VA,"Ford, Gerald",republican,FALSE,836554,1697094
1976,Virginia,VA,"Carter, Jimmy",democrat,FALSE,813896,1697094
1976,Virginia,VA,"Camejo, Peter",socialist workers,FALSE,17802,1697094
1976,Virginia,VA,"Anderson, Thomas J.",american,FALSE,16686,1697094
1976,Virginia,VA,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,7508,1697094
1976,Virginia,VA,"Macbride, Roger",libertarian,FALSE,4648,1697094
1976,Washington,WA,"Ford, Gerald",republican,FALSE,777732,1555534
1976,Washington,WA,"Carter, Jimmy",democrat,FALSE,717323,1555534
1976,Washington,WA,"McCarthy, Eugene """"Gene""""",independent,FALSE,36986,1555534
1976,Washington,WA,"Maddox, Lester",american independent party,FALSE,8585,1555534
1976,Washington,WA,Other,,FALSE,5482,1555534
1976,Washington,WA,"Macbride, Roger",libertarian,FALSE,5042,1555534
1976,Washington,WA,"Anderson, Thomas J.",constitution party,FALSE,1046,1555534
1976,Washington,WA,"Camejo, Peter",socialist workers,FALSE,905,1555534
1976,Washington,WA,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,903,1555534
1976,Washington,WA,"Hall, Gus",communist party use,FALSE,817,1555534
1976,Washington,WA,"Julius """"Jules"""", Levin",socialist labor,FALSE,713,1555534
1976,West Virginia,WV,"Carter, Jimmy",democrat,FALSE,435864,750590
1976,West Virginia,WV,"Ford, Gerald",republican,FALSE,314726,750590
1976,Wisconsin,WI,"Carter, Jimmy",democrat,FALSE,1040232,2101336
1976,Wisconsin,WI,"Ford, Gerald",republican,FALSE,1004987,2101336
1976,Wisconsin,WI,"McCarthy, Eugene """"Gene""""",independent,FALSE,34943,2101336
1976,Wisconsin,WI,"Maddox, Lester",american independent party,FALSE,8552,2101336
1976,Wisconsin,WI,"Zeidler, Frank",socialist,FALSE,4298,2101336
1976,Wisconsin,WI,"Macbride, Roger",libertarian,FALSE,3814,2101336
1976,Wisconsin,WI,Other,,FALSE,2430,2101336
1976,Wisconsin,WI,"Camejo, Peter",socialist workers,FALSE,1691,2101336
1976,Wisconsin,WI,"Julius """"Jules"""", Levin",socialist labor,FALSE,389,2101336
1976,Wyoming,WY,"Ford, Gerald",republican,FALSE,92717,156343
1976,Wyoming,WY,"Carter, Jimmy",democrat,FALSE,62239,156343
1976,Wyoming,WY,,,TRUE,1387,156343
1980,Alabama,AL,"Reagan, Ronald",republican,FALSE,654192,1341929
1980,Alabama,AL,"Carter, Jimmy",democrat,FALSE,636730,1341929
1980,Alabama,AL,"Anderson, John B.",independent,FALSE,16481,1341929
1980,Alabama,AL,"Rarick, John",conservative,FALSE,15010,1341929
1980,Alabama,AL,"Clark, Edward """"Ed""""",libertarian,FALSE,13318,1341929
1980,Alabama,AL,"Bubar, Benjamin """"Ben""""",statesman,FALSE,1743,1341929
1980,Alabama,AL,"Hall, Gus",communist party use,FALSE,1629,1341929
1980,Alabama,AL,"Deberry, Clifton",socialist workers,FALSE,1303,1341929
1980,Alabama,AL,"McReynolds, David",socialist,FALSE,1006,1341929
1980,Alabama,AL,"Commoner, Barry",citizens,FALSE,517,1341929
1980,Alaska,AK,"Reagan, Ronald",republican,FALSE,86112,158445
1980,Alaska,AK,"Carter, Jimmy",democrat,FALSE,41842,158445
1980,Alaska,AK,"Clark, Edward """"Ed""""",libertarian,FALSE,18479,158445
1980,Alaska,AK,"Anderson, John B.",independent,FALSE,11155,158445
1980,Alaska,AK,,,TRUE,857,158445
1980,Arizona,AZ,"Reagan, Ronald",republican,FALSE,529688,873945
1980,Arizona,AZ,"Carter, Jimmy",democrat,FALSE,246843,873945
1980,Arizona,AZ,"Anderson, John B.",independent,FALSE,76952,873945
1980,Arizona,AZ,"Clark, Edward """"Ed""""",libertarian,FALSE,18784,873945
1980,Arizona,AZ,"Deberry, Clifton",socialist workers,FALSE,1100,873945
1980,Arizona,AZ,"Commoner, Barry",citizens,FALSE,551,873945
1980,Arizona,AZ,"Hall, Gus",communist party use,FALSE,25,873945
1980,Arizona,AZ,"Griswold, Deirdre",workers world,FALSE,2,873945
1980,Arkansas,AR,"Reagan, Ronald",republican,FALSE,403164,837582
1980,Arkansas,AR,"Carter, Jimmy",democrat,FALSE,398041,837582
1980,Arkansas,AR,"Anderson, John B.",independent,FALSE,22468,837582
1980,Arkansas,AR,"Clark, Edward """"Ed""""",libertarian,FALSE,8970,837582
1980,Arkansas,AR,"Commoner, Barry",citizens,FALSE,2345,837582
1980,Arkansas,AR,"Bubar, Benjamin """"Ben""""",statesman,FALSE,1350,837582
1980,Arkansas,AR,"Hall, Gus",communist party use,FALSE,1244,837582
1980,California,CA,"Reagan, Ronald",republican,FALSE,4522994,8582938
1980,California,CA,"Carter, Jimmy",democrat,FALSE,3082943,8582938
